"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"738","Guitar Hero II","Xbox",2007,"Misc",2200000,92,55,81,220,"13+"
"739","Forza Motorsport 5","Xbox",2013,"Racing",2200000,79,76,59,1095,"Everyone"
"740","Rock Band 2","Xbox",2008,"Misc",2200000,92,69,83,156,"13+"
"743","Need for Speed: Hot Pursuit","Xbox",2010,"Racing",2200000,88,73,70,206,"10+"
"745","BioShock 2","Xbox",2010,"Shooter",2200000,88,93,82,573,"17+"
"747","Star Wars: Knights of the Old Republic","Xbox",2003,"Role-Playing",2190000,94,72,92,317,"13+"
"750","Madden NFL 15","Playstation",2014,"Sports",2190000,81,37,61,208,"Everyone"
"751","Pro Evolution Soccer 2012","Playstation",2011,"Action",2190000,80,41,66,132,"Everyone"
"752","Saints Row","Xbox",2006,"Action",2180000,81,74,75,211,"17+"
"754","ATV Offroad Fury 2","Playstation",2002,"Racing",2180000,82,26,89,28,"Everyone"
"755","FIFA 15","Xbox",2014,"Sports",2180000,82,33,54,347,"Everyone"
"759","Tom Clancy's The Division","Xbox",2016,"Shooter",2160000,80,33,69,614,"17+"
"760","Final Fantasy XIII","Xbox",2010,"Role-Playing",2160000,82,54,63,539,"13+"
"768","Overwatch","Playstation",2016,"Shooter",2140000,90,31,61,1358,"13+"
"769","Hitman: Absolution","Playstation",2012,"Action",2140000,83,30,75,511,"17+"
"776","Dance Dance Revolution Extreme","Playstation",2004,"Simulation",2130000,77,26,90,20,"Everyone"
"781","NBA 2K12","Playstation",2011,"Sports",2110000,90,38,67,127,"Everyone"
"783","Need for Speed: Hot Pursuit 2","Playstation",2002,"Racing",2110000,89,31,85,92,"Everyone"
"785","Dynasty Warriors 4","Playstation",2003,"Action",2110000,78,24,93,201,"13+"
"786","NBA 2K14","Playstation",2013,"Sports",2110000,84,26,49,142,"Everyone"
"791","Battlefield: Hardline","Playstation",2015,"Shooter",2100000,73,46,50,845,"17+"
"792","Mortal Kombat","Xbox",2011,"Fighting",2100000,86,66,83,382,"17+"
"793","Borderlands","Playstation",2009,"Shooter",2090000,83,58,79,427,"17+"
"794","Devil May Cry 3: Dante's Awakening","Playstation",2005,"Action",2090000,84,60,90,212,"17+"
"796","NBA 2K11","Xbox",2010,"Action",2090000,89,50,81,100,"Everyone"
"798","Dying Light","Playstation",2015,"Action",2090000,74,58,79,1287,"17+"
"800","Dead Rising","Xbox",2006,"Action",2080000,85,82,76,520,"17+"
"802","Tetris Worlds","Playstation",2002,"Puzzle",2080000,44,7,62,11,"Everyone"
"809","Portal 2","Xbox",2011,"Shooter",2080000,95,66,85,997,"10+"
"815","DriveClub","Playstation",2014,"Racing",2070000,71,85,61,1571,"Everyone"
"817","UFC 2009 Undisputed","Xbox",2009,"Fighting",2060000,83,68,79,51,"13+"
"826","SoulCalibur II","Playstation",2003,"Fighting",2060000,92,41,88,120,"13+"
"827","Need for Speed: ProStreet","Xbox",2007,"Racing",2050000,72,42,71,78,"10+"
"831","Need For Speed: Undercover","Playstation",2008,"Racing",2050000,59,40,59,71,"13+"
"834","SOCOM: U.S. Navy SEALs: Combined Assault","Playstation",2006,"Shooter",2040000,72,38,90,34,"13+"
"835","Peter Jackson's King Kong: The Official Game of the Movie","Playstation",2005,"Action",2040000,82,41,82,68,"13+"
"836","Need for Speed: ProStreet","Playstation",2007,"Racing",2040000,73,26,60,43,"10+"
"838","Dance Central 2","Xbox",2011,"Misc",2040000,86,56,82,63,"13+"
"842","NBA Live 2004","Playstation",2003,"Sports",2030000,86,19,77,41,"Everyone"
"843","Call of Duty 2","Xbox",2005,"Shooter",2030000,89,65,81,307,"13+"
"846","Dark Souls","Playstation",2011,"Role-Playing",2020000,89,54,87,1397,"17+"
"847","Just Dance 3","Xbox",2011,"Misc",2020000,70,34,77,17,"10+"
"848","Battlefield 4","Xbox",2013,"Shooter",2020000,81,5,66,480,"17+"
"850","Need for Speed: The Run","Playstation",2011,"Action",2010000,64,48,64,182,"13+"
"852","Dragon Age: Inquisition","Playstation",2014,"Role-Playing",2010000,89,43,74,1984,"17+"
"854","Dead Space","Playstation",2008,"Action",2000000,88,67,88,545,"17+"
"855","Mortal Kombat vs. DC Universe","Playstation",2008,"Fighting",2000000,76,44,71,107,"13+"
"861","Skate 3","Playstation",2010,"Sports",1980000,80,46,76,82,"13+"
"864","Need for Speed Rivals","Playstation",2013,"Racing",1980000,80,53,62,667,"10+"
"865","Spyro: Enter the Dragonfly","Playstation",2002,"Platform",1970000,56,20,41,95,"Everyone"
"866","Devil May Cry 2","Playstation",2003,"Action",1970000,68,40,66,167,"17+"
"872","Forza Horizon","Xbox",2012,"Racing",1960000,85,83,84,431,"13+"
"873","Tom Clancy's Rainbow Six: Vegas","Xbox",2006,"Shooter",1950000,88,69,83,225,"17+"
"874","Crash Nitro Kart","Playstation",2003,"Racing",1950000,69,24,77,59,"Everyone"
"875","Resident Evil 6","Xbox",2012,"Shooter",1950000,67,71,50,1407,"17+"
"878","NBA Street Vol. 2","Playstation",2003,"Sports",1950000,90,31,88,70,"Everyone"
"879","Def Jam Vendetta","Playstation",2003,"Fighting",1940000,80,33,89,41,"13+"
"881","Burnout Paradise","Playstation",2008,"Racing",1940000,87,55,77,455,"10+"
"885","The Sims 3","Playstation",2010,"Simulation",1940000,78,39,64,55,"13+"
"886","FIFA Soccer 09","Xbox",2008,"Sports",1940000,87,51,80,106,"Everyone"
"887","Dragon Ball Z: Budokai 3","Playstation",2004,"Fighting",1940000,77,32,89,137,"13+"
"890","Tom Clancy's Ghost Recon","Playstation",2002,"Shooter",1940000,63,18,83,22,"17+"
"891","BioShock Infinite","Xbox",2013,"Shooter",1930000,93,33,85,1647,"17+"
"892","X-Men Legends","Playstation",2004,"Role-Playing",1930000,79,48,85,69,"13+"
"895","Mortal Kombat vs. DC Universe","Xbox",2008,"Fighting",1930000,72,61,75,87,"13+"
"896","Destiny: The Taken King","Playstation",2015,"Shooter",1930000,86,81,60,1079,"13+"
"903","MX Unleashed","Playstation",2004,"Racing",1920000,80,18,92,46,"Everyone"
"905","Guitar Hero: World Tour","Playstation",2008,"Misc",1920000,84,43,75,80,"13+"
"906","Need for Speed: Shift","Xbox",2009,"Racing",1910000,83,75,65,134,"Everyone"
"908","Diablo III","Playstation",2013,"Role-Playing",1910000,86,43,64,557,"17+"
"909","LittleBigPlanet 3","Playstation",2014,"Platform",1910000,79,78,71,506,"Everyone"
"915","Madden NFL 09","Playstation",2008,"Sports",1880000,85,38,44,132,"Everyone"
"916","Batman: Arkham Origins","Xbox",2013,"Action",1880000,74,46,75,685,"13+"
"919","Mortal Kombat: Deception","Playstation",2004,"Fighting",1880000,81,43,85,90,"17+"
"922","NBA 2K17","Playstation",2016,"Sports",1880000,88,47,67,162,"Everyone"
"928","Madden NFL 25","Playstation",2013,"Sports",1870000,76,19,41,91,"Everyone"
"932","Madden NFL 06","Xbox",2005,"Sports",1860000,86,39,67,41,"Everyone"
"933","Shrek 2","Playstation",2004,"Platform",1860000,71,32,85,24,"Everyone"
"939","Just Cause 3","Playstation",2015,"Action",1860000,73,42,65,403,"17+"
"941","Jak 3","Playstation",2004,"Platform",1850000,84,55,86,246,"13+"
"944","Max Payne 3","Playstation",2012,"Shooter",1850000,87,31,78,790,"17+"
"946","LEGO Marvel Super Heroes","Playstation",2013,"Action",1840000,82,22,79,76,"10+"
"948","NCAA Football 06","Playstation",2005,"Sports",1840000,87,25,85,36,"Everyone"
"959","inFAMOUS 2","Playstation",2011,"Action",1820000,83,90,84,932,"13+"
"964","Demon's Souls","Playstation",2009,"Role-Playing",1820000,89,81,89,1441,"17+"
"965","The Orange Box","Xbox",2007,"Shooter",1820000,96,54,89,797,"17+"
"966","DDRMAX2: Dance Dance Revolution","Playstation",2003,"Simulation",1810000,82,27,82,11,"Everyone"
"968","Virtua Fighter 4","Playstation",2002,"Fighting",1810000,94,36,80,84,"13+"
"969","Mafia III","Playstation",2016,"Action",1810000,68,66,51,1147,"17+"
"970","Sly 2: Band of Thieves","Playstation",2004,"Platform",1810000,88,64,90,178,"Everyone"
"973","Madden NFL 07","Xbox",2006,"Sports",1800000,80,54,60,148,"Everyone"
"975","NBA 2K11","Playstation",2010,"Action",1800000,89,46,76,105,"Everyone"
"976","Forza Motorsport 6","Xbox",2015,"Racing",1800000,87,85,79,863,"Everyone"
"977","The Evil Within","Playstation",2014,"Action",1790000,75,65,73,1223,"17+"
"982","Midnight Club II","Playstation",2003,"Racing",1780000,85,41,85,47,"13+"
"984","The Getaway: Black Monday","Playstation",2004,"Action",1780000,57,53,76,47,"17+"
"985","50 Cent: Bulletproof","Playstation",2005,"Action",1770000,47,21,66,129,"17+"
"994","UFC 2009 Undisputed","Playstation",2009,"Fighting",1760000,84,58,81,47,"13+"
"995","The SpongeBob SquarePants Movie","Playstation",2004,"Platform",1760000,75,5,90,54,"Everyone"
"999","Def Jam: Fight for NY","Playstation",2004,"Fighting",1760000,83,46,89,73,"17+"
"1000","Tom Clancy's Ghost Recon","Xbox",2002,"Shooter",1760000,84,29,61,27,"17+"
"1001","State of Emergency","Playstation",2002,"Action",1760000,71,34,57,33,"17+"
"1003","The Urbz: Sims in the City","Playstation",2004,"Simulation",1760000,70,25,82,24,"13+"
"1006","Star Wars: Battlefront","Xbox",2004,"Shooter",1750000,80,55,91,57,"13+"
"1008","Madden NFL 17","Playstation",2016,"Sports",1750000,82,35,49,83,"Everyone"
"1009","Just Cause 2","Playstation",2010,"Action",1750000,83,66,80,291,"17+"
"1014","FIFA Soccer 08","Playstation",2007,"Sports",1750000,81,28,71,47,"Everyone"
"1015","Crackdown","Xbox",2007,"Shooter",1750000,83,75,80,340,"17+"
"1017","Dance Dance Revolution X","Playstation",2008,"Simulation",1750000,55,6,62,6,"10+"
"1021","Xenosaga Episode I: Der Wille zur Macht","Playstation",2002,"Role-Playing",1740000,83,35,87,99,"13+"
"1023","Kinect Star Wars","Xbox",2012,"Action",1740000,55,61,35,145,"13+"
"1024","Dragon's Dogma","Playstation",2012,"Role-Playing",1740000,78,38,83,444,"17+"
"1027","The Order: 1886","Playstation",2015,"Shooter",1740000,63,94,66,3172,"17+"
"1029","Knack","Playstation",2013,"Platform",1730000,54,83,65,1074,"10+"
"1034","Hitman: Absolution","Xbox",2012,"Action",1730000,79,51,71,453,"17+"
"1036","The Crew","Playstation",2014,"Racing",1720000,61,60,54,575,"13+"
"1038","NBA 2K15","Xbox",2014,"Sports",1720000,82,9,63,101,"Everyone"
"1039","Madden NFL 2005","Xbox",2004,"Sports",1720000,91,39,76,26,"Everyone"
"1040","Star Ocean: Till The End of Time","Playstation",2003,"Role-Playing",1720000,80,55,77,134,"13+"
"1042","Dishonored","Xbox",2012,"Action",1710000,88,56,79,815,"17+"
"1045","Ace Combat 5: The Unsung War","Playstation",2004,"Simulation",1710000,84,57,91,81,"13+"
"1046","Need for Speed Underground","Xbox",2003,"Racing",1710000,83,25,87,35,"Everyone"
"1053","Portal 2","Playstation",2011,"Shooter",1700000,95,54,84,937,"10+"
"1055","NCAA Football 07","Playstation",2006,"Sports",1700000,87,18,86,23,"Everyone"
"1057","No Man's Sky","Playstation",2016,"Action",1700000,71,94,45,5096,"13+"
"1060","SOCOM 3: U.S. Navy SEALs","Playstation",2005,"Shooter",1690000,82,59,88,64,"17+"
"1061","BioShock Infinite","Playstation",2013,"Shooter",1690000,94,27,85,1863,"17+"
"1072","Need For Speed: Undercover","Xbox",2008,"Racing",1680000,64,62,59,104,"13+"
"1076","Saints Row 2","Playstation",2008,"Action",1680000,82,50,79,135,"17+"
"1085","SSX 3","Playstation",2003,"Sports",1670000,93,41,91,125,"Everyone"
"1087","Star Wars: Battlefront II","Xbox",2005,"Shooter",1670000,83,40,89,106,"13+"
"1092","Dragon Age: Origins","Playstation",2009,"Role-Playing",1670000,87,41,79,597,"17+"
"1094","NCAA Football 2004","Playstation",2003,"Sports",1670000,94,15,88,81,"Everyone"
"1095","Fight Night Round 3","Playstation",2006,"Fighting",1670000,83,37,79,24,"13+"
"1097","SpongeBob SquarePants: Battle for Bikini Bottom","Playstation",2003,"Platform",1670000,71,9,90,85,"Everyone"
"1098","Until Dawn","Playstation",2015,"Adventure",1660000,79,103,82,2161,"17+"
"1103","NBA Ballers","Playstation",2004,"Sports",1660000,83,44,92,19,"Everyone"
"1104","Saints Row IV","Xbox",2013,"Action",1660000,81,42,65,325,"17+"
"1105","NBA Live 2003","Playstation",2002,"Sports",1660000,83,22,83,28,"Everyone"
"1106","LEGO Batman 2: DC Super Heroes","Xbox",2012,"Action",1660000,79,59,72,114,"10+"
"1107","Dragon Ball Z: Budokai Tenkaichi","Playstation",2005,"Fighting",1660000,72,29,84,71,"13+"
"1108","Dark Souls III","Playstation",2016,"Role-Playing",1650000,89,69,88,1940,"17+"
"1114","Need for Speed Carbon","Xbox",2006,"Racing",1650000,77,52,63,82,"10+"
"1115","Heavenly Sword","Playstation",2007,"Action",1650000,79,64,83,544,"13+"
"1119","Army of Two","Xbox",2008,"Shooter",1640000,72,76,76,233,"17+"
"1123","Tiger Woods PGA Tour 2003","Playstation",2002,"Sports",1640000,88,18,89,18,"Everyone"
"1125","Prince of Persia: Warrior Within","Playstation",2004,"Action",1640000,83,51,85,120,"17+"
"1126","Far Cry 4","Xbox",2014,"Shooter",1630000,82,15,75,383,"17+"
"1127","ESPN NFL 2K5","Xbox",2004,"Sports",1630000,92,42,91,93,"Everyone"
"1128","Beyond: Two Souls","Playstation",2013,"Adventure",1630000,70,98,81,2652,"17+"
"1130","Tiger Woods PGA Tour 2004","Playstation",2003,"Sports",1630000,89,23,88,40,"Everyone"
"1134","NCAA Football 2005","Playstation",2004,"Sports",1620000,88,29,88,35,"Everyone"
"1135","Max Payne 3","Xbox",2012,"Shooter",1620000,86,80,78,869,"17+"
"1136","Viva Pinata","Xbox",2006,"Simulation",1620000,84,65,80,131,"Everyone"
"1138","Kinectimals","Xbox",2010,"Simulation",1620000,74,50,31,69,"Everyone"
"1140","LEGO Marvel Super Heroes","Playstation",2013,"Action",1620000,83,22,77,262,"10+"
"1145","NFL Street 2","Playstation",2004,"Sports",1610000,77,33,87,20,"Everyone"
"1150","Rage","Xbox",2011,"Shooter",1600000,81,77,67,559,"17+"
"1156","Just Cause 2","Xbox",2010,"Action",1600000,81,74,80,267,"17+"
"1160","ESPN NBA 2K5","Playstation",2004,"Sports",1590000,83,24,75,36,"Everyone"
"1162","Far Cry 2","Xbox",2008,"Action",1590000,85,75,67,288,"17+"
"1166","Pro Evolution Soccer 2008","Playstation",2007,"Sports",1590000,74,19,61,47,"Everyone"
"1171","SoulCalibur IV","Xbox",2008,"Fighting",1580000,85,62,79,157,"13+"
"1173","Sonic Generations","Playstation",2011,"Platform",1580000,76,38,82,253,"Everyone"
"1176","Devil May Cry 4","Playstation",2008,"Action",1570000,84,63,82,311,"17+"
"1177","Dead Rising 3","Xbox",2013,"Action",1570000,78,69,68,908,"17+"
"1180","Gears of War: Judgment","Xbox",2013,"Shooter",1570000,79,81,54,779,"17+"
"1181","Watch Dogs","Xbox",2014,"Action",1570000,78,15,58,712,"17+"
"1184","Madden NFL 15","Xbox",2014,"Sports",1570000,80,19,64,138,"Everyone"
"1185","Conflict: Desert Storm","Playstation",2002,"Shooter",1570000,55,10,86,45,"13+"
"1190","Fight Night Round 3","Playstation",2006,"Fighting",1560000,84,32,81,41,"13+"
"1191","Need for Speed: Most Wanted","Xbox",2012,"Racing",1560000,83,54,85,134,"13+"
"1202","Stuntman","Playstation",2002,"Racing",1550000,71,37,57,36,"13+"
"1203","Tom Clancy's Rainbow Six 3","Xbox",2003,"Shooter",1550000,86,39,85,31,"17+"
"1204","LEGO Harry Potter: Years 1-4","Xbox",2010,"Action",1550000,79,58,80,62,"10+"
"1209","Wolfenstein: The New Order","Playstation",2014,"Shooter",1550000,79,73,81,1116,"17+"
"1210","Mafia II","Xbox",2010,"Action",1550000,74,79,78,458,"17+"
"1212","BioShock 2","Playstation",2010,"Shooter",1540000,88,62,82,492,"17+"
"1216","Tom Clancy's Ghost Recon Advanced Warfighter","Xbox",2006,"Shooter",1540000,90,78,80,215,"13+"
"1218","MVP Baseball 2005","Playstation",2005,"Sports",1540000,87,25,86,47,"Everyone"
"1222","Pro Evolution Soccer 2013","Playstation",2012,"Sports",1530000,82,37,67,146,"Everyone"
"1225","Dishonored","Playstation",2012,"Action",1530000,89,35,79,781,"17+"
"1231","The Simpsons Skateboarding","Playstation",2002,"Sports",1520000,38,21,50,26,"13+"
"1239","Fight Night Round 4","Playstation",2009,"Fighting",1520000,88,46,76,95,"13+"
"1241","Pac-Man World 2","Playstation",2002,"Action",1510000,73,19,78,26,"Everyone"
"1244","Dead Space 2","Xbox",2011,"Shooter",1510000,90,83,86,679,"17+"
"1250","The Simpsons Game","Playstation",2007,"Action",1510000,68,10,82,27,"13+"
"1254","Ni no Kuni: Wrath of the White Witch","Playstation",2011,"Role-Playing",1510000,85,89,86,984,"10+"
"1256","Call of Duty 3","Playstation",2006,"Shooter",1500000,80,43,69,92,"13+"
"1259","Red Faction II","Playstation",2002,"Shooter",1500000,84,30,83,35,"17+"
"1265","Star Wars: The Force Unleashed II","Playstation",2010,"Action",1500000,63,41,68,121,"13+"
"1267","Rock Band 2","Playstation",2008,"Misc",1490000,91,24,79,88,"13+"
"1269","Medal of Honor: Frontline","Xbox",2002,"Shooter",1490000,81,18,69,23,"13+"
"1270","Madden NFL 09","Playstation",2008,"Sports",1490000,67,4,70,24,"Everyone"
"1271","Dead Rising 2","Xbox",2010,"Action",1490000,79,76,69,216,"17+"
"1274","Mafia II","Playstation",2010,"Action",1490000,75,61,77,297,"17+"
"1275","Batman: Arkham Knight","Xbox",2015,"Action",1490000,85,16,66,694,"17+"
"1277","Dirge of Cerberus: Final Fantasy VII","Playstation",2006,"Shooter",1480000,57,51,69,103,"13+"
"1283","Resistance 3","Playstation",2011,"Shooter",1480000,83,91,78,543,"17+"
"1286","007: Quantum of Solace","Xbox",2008,"Action",1480000,65,69,71,71,"13+"
"1287","Major League Baseball 2K5","Playstation",2005,"Sports",1480000,82,19,74,20,"Everyone"
"1288","Fight Night 2004","Playstation",2004,"Fighting",1480000,85,43,90,25,"13+"
"1289","LEGO Star Wars III: The Clone Wars","Xbox",2011,"Action",1480000,75,43,78,42,"10+"
"1290","Tom Clancy's Splinter Cell: Pandora Tomorrow","Xbox",2004,"Action",1480000,93,74,86,68,"13+"
"1296","Tom Clancy's Ghost Recon: Future Soldier","Xbox",2012,"Shooter",1470000,79,75,72,334,"17+"
"1297","Fight Night Round 3","Xbox",2006,"Fighting",1470000,86,67,88,264,"13+"
"1305","SoulCalibur IV","Playstation",2008,"Fighting",1460000,85,65,79,129,"13+"
"1312","Battlefield: Bad Company","Xbox",2008,"Shooter",1460000,83,70,77,263,"13+"
"1313","Homefront","Xbox",2011,"Shooter",1450000,70,85,60,399,"17+"
"1314","Onimusha 3: Demon Siege","Playstation",2004,"Action",1450000,85,53,86,73,"17+"
"1316","Red Dead Revolver","Playstation",2004,"Shooter",1450000,73,42,78,70,"17+"
"1317","Resident Evil: Outbreak","Playstation",2003,"Action",1450000,71,40,83,94,"17+"
"1323","Mass Effect 2","Playstation",2011,"Role-Playing",1450000,94,62,85,1081,"17+"
"1326","NBA 2K14","Playstation",2013,"Sports",1450000,85,20,65,368,"Everyone"
"1328","SingStar Pop","Playstation",2007,"Misc",1440000,73,13,75,8,"10+"
"1331","Disney Infinity","Xbox",2013,"Action",1440000,74,38,65,79,"10+"
"1333","Tiger Woods PGA Tour 2005","Playstation",2004,"Sports",1440000,88,30,82,20,"Everyone"
"1334","NCAA Football 2003","Playstation",2002,"Sports",1440000,91,19,86,27,"Everyone"
"1335","Star Wars: The Force Unleashed II","Xbox",2010,"Action",1430000,61,59,57,180,"13+"
"1337","WWE SmackDown vs Raw 2008","Xbox",2007,"Fighting",1430000,71,41,68,48,"13+"
"1338","Kinect Joy Ride","Xbox",2010,"Racing",1430000,52,46,50,20,"Everyone"
"1348","BioShock","Playstation",2008,"Shooter",1420000,94,51,87,881,"17+"
"1349","Mass Effect 3","Playstation",2012,"Role-Playing",1420000,93,30,55,1849,"17+"
"1350","Cabela's Big Game Hunter","Playstation",2002,"Sports",1420000,59,7,78,12,"13+"
"1354","NFL Street","Playstation",2004,"Sports",1420000,80,36,89,45,"Everyone"
"1357","Dead Space 2","Playstation",2011,"Shooter",1420000,89,78,84,535,"17+"
"1359","Metal Gear Rising: Revengeance","Playstation",2013,"Action",1420000,80,61,79,746,"17+"
"1363","UFC Undisputed 2010","Playstation",2010,"Fighting",1410000,85,54,72,48,"13+"
"1365","Medal of Honor: Warfighter","Playstation",2012,"Action",1410000,55,22,60,250,"17+"
"1367","Sonic's Ultimate Genesis Collection","Xbox",2009,"Misc",1410000,79,45,85,40,"10+"
"1372","Diablo III","Xbox",2013,"Role-Playing",1410000,87,42,66,384,"17+"
"1374","NASCAR 2005: Chase for the Cup","Playstation",2004,"Racing",1410000,87,19,84,15,"Everyone"
"1375","Fight Night Round 4","Xbox",2009,"Fighting",1400000,87,76,81,86,"13+"
"1376","Spider-Man: The Movie","Xbox",2002,"Action",1400000,79,29,75,11,"Everyone"
"1378","Dead Space","Xbox",2008,"Action",1400000,89,79,87,768,"17+"
"1386","Colin McRae Rally 3","Playstation",2002,"Racing",1400000,86,25,77,24,"Everyone"
"1387","Forza Horizon 2","Xbox",2014,"Racing",1400000,86,85,82,977,"10+"
"1392","Dynasty Warriors 5","Playstation",2005,"Action",1390000,69,29,88,68,"13+"
